community;code;lat;long;facilitated_species;nurse;n;canopy_percent;gap_percent;site;Axis1;Axis2;Axis3;genus;sp;sub_sp;recruit_sp;perc_95_dist2d;perc_95_pca1;perc_95_pca2
5;SNEV05;37.060722;-3.011806;Genista_umbellata_equisetiformis;open;1;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Genista;umbellata;equisetiformis;Genista umbellata;3.66756196755983;2.72878049667578;0.0334479256239897
6;SNEV06;37.102278;-3.024278;Cytisus_galianoi;open;51;45.01;54.99;Sierra Nevada, high-elevation mica schists (Ragua 3)  ;-1.52599332149488;2.29876565242212;-0.491905898827539;Cytisus;galianoi;NA;Cytisus galianoi;0;-1.52599332149488;2.29876565242212
6;SNEV06;37.102278;-3.024278;Thymus_zygis_gracilis;open;1;45.01;54.99;Sierra Nevada, high-elevation mica schists (Ragua 3)  ;-1.52599332149488;2.29876565242212;-0.491905898827539;Thymus;zygis;gracilis;Thymus zygis;2.71912899353977;1.18929588264805;2.15431143346866
6;SNEV06;37.102278;-3.024278;Helichrysum_italicum_serotinum;open;2;45.01;54.99;Sierra Nevada, high-elevation mica schists (Ragua 3)  ;-1.52599332149488;2.29876565242212;-0.491905898827539;Helichrysum;italicum;serotinum;Helichrysum italicum;2.32626972639651;0.725194121324372;1.71251831789356
6;SNEV06;37.102278;-3.024278;Genista_versicolor;open;6;45.01;54.99;Sierra Nevada, high-elevation mica schists (Ragua 3)  ;-1.52599332149488;2.29876565242212;-0.491905898827539;Genista;versicolor;NA;Genista versicolor;0.583869688050433;-1.0017169515695;2.04178685842935
7;SNEV07;37.0375;-3.573444;Rosmarinus_officinalis;open;9;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Rosmarinus;officinalis;NA;Rosmarinus officinalis;0.87715293343866;0.903431225724992;1.89953283901355
7;SNEV07;37.0375;-3.573444;Thymus_granatensis_granatensis;open;8;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Thymus;granatensis;granatensis;Thymus granatensis;0.122017547034105;0.454087064975864;1.09336838869968
7;SNEV07;37.0375;-3.573444;Ulex_parviflorus_parviflorus;open;6;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Ulex;parviflorus;parviflorus;Ulex parviflorus;0.694249740580225;1.0545907783493;1.01467611904811
7;SNEV07;37.0375;-3.573444;Cistus_clusii_clusii;open;0;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Cistus;clusii;clusii;Cistus clusii;1.06945077265657;1.17613799069366;1.91108139229604
7;SNEV07;37.0375;-3.573444;Argyrolobium_zanonii_zanonii;open;1;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Argyrolobium;zanonii;zanonii;Argyrolobium zanonii;1.18600179681063;-0.345635130993362;0.25769639964432
7;SNEV07;37.0375;-3.573444;Coris_monspeliensis_monspeliensis;open;4;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Coris;monspeliensis;monspeliensis;Coris monspeliensis;0.414943742813225;0.780062956466708;1.07043325035028
7;SNEV07;37.0375;-3.573444;Fumana_ericoides;open;13;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Fumana;ericoides;NA;Fumana ericoides;0.894190392712696;1.16143906290724;1.6341129667651
7;SNEV07;37.0375;-3.573444;Helianthemum_syriacum;open;9;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Helianthemum;syriacum;NA;Helianthemum syriacum;1.54298799865056;1.92644888935166;1.21588321969176
7;SNEV07;37.0375;-3.573444;Lavandula_lanata;open;0;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Lavandula;lanata;NA;Lavandula lanata;0.861191108577854;0.969595868127863;1.82409479651189
7;SNEV07;37.0375;-3.573444;Polygala_rupestris;open;0;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Polygala;rupestris;NA;Polygala rupestris;0.723826076703054;1.09189875178133;1.04372163642197
7;SNEV07;37.0375;-3.573444;Quercus_rotundifolia;open;1;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Quercus;rotundifolia;NA;Quercus rotundifolia;1.83657930188264;2.21860872956517;1.11631164240353
